approved,income,loan_amount,credit_history,employment_type,existing_loans,gender,age_group,geography
1,29520.24349341409,180000,5,Employed,2,Male,Young,Urban
1,68618.58894652838,400000,5,Employed,1,Male,Middle-aged,Urban
1,66123.077385211,100000,5,Employed,1,Male,Middle-aged,Rural
0,47235.51501548318,220000,5,Self-Employed,1,Female,Middle-aged,Rural
1,60578.74910151866,220000,5,Self-Employed,1,Female,Middle-aged,Rural
1,45212.10514472482,140000,5,Self-Employed,1,Female,Young,Urban
0,75937.29601365457,90000,5,Self-Employed,1,Female,Senior,Suburban
1,34544.516933490144,30000,5,Employed,2,Female,Young,Rural
1,39308.1123056473,240000,5,Employed,2,Female,Young,Suburban
1,56815.70577688923,110000,5,Employed,1,Female,Middle-aged,Urban
0,34072.01800714343,60000,3,Employed,2,Female,Young,Urban
0,38901.220058304716,20000,4,Self-Employed,2,Male,Young,Urban
0,78984.41702751846,180000,5,Self-Employed,1,Male,Senior,Urban
1,38883.46021208295,130000,5,Self-Employed,2,Female,Young,Urban
1,49064.98786400367,130000,5,Unemployed,1,Female,Middle-aged,Urban
1,38344.61230180267,70000,3,Employed,2,Male,Young,Urban
0,55669.088306741905,10000,5,Self-Employed,1,Male,Middle-aged,Urban
1,38882.890051315764,50000,5,Employed,2,Female,Young,Suburban
1,53585.493120766216,190000,5,Employed,1,Female,Middle-aged,Rural
1,50109.29785372827,60000,5,Self-Employed,2,Male,Middle-aged,Urban
0,39816.173672956815,20000,4,Employed,2,Male,Young,Urban
0,70519.4498354013,80000,3,Self-Employed,2,Female,Middle-aged,Urban
1,76447.88507187973,500000,5,Employed,1,Female,Senior,Suburban
1,77265.98312124687,220000,4,Unemployed,1,Male,Senior,Urban
1,62546.0889395658,230000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,35495.82105353617,20000,3,Self-Employed,2,Male,Young,Urban
0,59519.601153140975,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,36950.061094356424,120000,5,Employed,2,Female,Young,Rural
0,59993.027464545565,130000,5,Self-Employed,2,Female,Middle-aged,Urban
1,42163.91871452268,230000,3,Employed,2,Female,Young,Suburban
1,47621.62673537903,350000,5,Employed,2,Male,Middle-aged,Urban
1,56506.38575183439,300000,5,Employed,2,Female,Middle-aged,Suburban
1,80844.44539739077,70000,5,Self-Employed,2,Female,Senior,Rural
1,44607.49972032783,280000,5,Employed,2,Male,Middle-aged,Urban
0,38411.428102740276,60000,5,Self-Employed,1,Female,Young,Urban
0,60912.97652119771,310000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,52658.178704876285,290000,5,Unemployed,2,Male,Middle-aged,Rural
0,58072.04012676069,180000,4,Employed,1,Male,Middle-aged,Urban
1,62202.49640048831,340000,4,Employed,2,Female,Middle-aged,Urban
1,46592.975393300905,360000,5,Employed,2,Female,Young,Suburban
0,46287.96269859584,180000,5,Employed,1,Female,Middle-aged,Suburban
1,82685.76556945727,30000,5,Unemployed,1,Female,Middle-aged,Urban
1,40640.51112290278,100000,5,Employed,2,Male,Middle-aged,Suburban
1,64621.66444636626,180000,5,Self-Employed,1,Male,Middle-aged,Rural
0,65951.53840240816,210000,3,Employed,2,Female,Middle-aged,Urban
1,46226.27626283805,180000,5,Self-Employed,1,Female,Middle-aged,Rural
1,74633.69731719625,60000,5,Unemployed,3,Female,Middle-aged,Suburban
1,42874.32843774398,500000,5,Employed,2,Male,Young,Urban
1,51018.37137998552,200000,5,Self-Employed,1,Female,Middle-aged,Urban
1,62068.28310881628,610000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,44270.72543024821,50000,5,Self-Employed,2,Male,Young,Urban
1,38703.18838110707,80000,5,Employed,2,Female,Young,Rural
1,54439.25148526558,210000,5,Employed,2,Male,Middle-aged,Suburban
1,90123.28890150425,50000,4,Employed,2,Male,Senior,Suburban
1,72947.26305043533,360000,5,Employed,1,Male,Senior,Rural
1,47346.16110224164,240000,5,Self-Employed,2,Male,Young,Rural
1,87041.72245244798,20000,5,Unemployed,1,Male,Senior,Urban
0,32437.947649442038,10000,5,Employed,2,Male,Young,Urban
0,33799.25333471183,30000,3,Self-Employed,2,Female,Young,Urban
1,55279.98916878341,360000,5,Employed,2,Male,Young,Urban
1,41553.50581699415,260000,5,Employed,2,Male,Young,Rural
1,83425.2878495139,100000,5,Self-Employed,1,Male,Senior,Urban
1,63743.191383600286,500000,5,Self-Employed,1,Female,Middle-aged,Urban
1,66508.26225382075,70000,5,Unemployed,2,Female,Middle-aged,Suburban
1,59602.800420174615,200000,5,Employed,1,Female,Middle-aged,Rural
1,65136.11152832768,230000,5,Employed,2,Female,Middle-aged,Rural
1,53222.490863419174,200000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,55674.64795517582,110000,3,Self-Employed,1,Male,Middle-aged,Urban
1,50545.09282796398,260000,5,Employed,2,Female,Middle-aged,Rural
1,90399.71362899922,50000,5,Unemployed,3,Female,Senior,Urban
1,66483.30853794735,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,44551.69050729501,80000,5,Self-Employed,2,Male,Young,Rural
1,45488.740560156075,260000,5,Employed,2,Male,Young,Urban
1,47551.66091284646,80000,5,Employed,2,Male,Middle-aged,Urban
1,42019.875572144425,80000,5,Employed,2,Female,Young,Suburban
1,55741.649664906385,200000,5,Employed,1,Female,Middle-aged,Suburban
0,40309.06383057197,370000,1,Self-Employed,2,Female,Young,Urban
0,69601.88098573269,60000,3,Employed,1,Female,Middle-aged,Urban
1,39817.42375278179,260000,4,Employed,2,Male,Young,Suburban
0,47034.67860240328,30000,2,Self-Employed,2,Male,Middle-aged,Rural
0,44240.73360445908,120000,4,Self-Employed,2,Male,Middle-aged,Urban
1,55296.11426233215,130000,5,Unemployed,2,Female,Middle-aged,Urban
1,62577.076834998625,160000,5,Unemployed,1,Female,Middle-aged,Rural
1,47671.93495975737,230000,5,Self-Employed,2,Female,Middle-aged,Rural
1,34042.71557494904,300000,5,Employed,2,Female,Young,Rural
1,39358.38439322241,180000,5,Self-Employed,2,Female,Young,Suburban
0,30973.407411371958,80000,4,Self-Employed,2,Female,Young,Suburban
1,42491.1271375066,180000,5,Employed,1,Female,Young,Suburban
0,45451.391658196415,50000,2,Self-Employed,2,Male,Young,Rural
1,85950.84630334975,10000,5,Self-Employed,1,Male,Senior,Rural
1,70065.5431932072,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,49140.15557120932,90000,4,Employed,1,Female,Middle-aged,Suburban
0,33444.71992489214,30000,3,Unemployed,2,Female,Young,Urban
1,46087.54642161731,180000,5,Employed,1,Male,Middle-aged,Urban
1,52718.55082347481,150000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,94041.09452348415,590000,5,Employed,1,Male,Senior,Urban
1,59287.56671943543,60000,5,Self-Employed,1,Male,Middle-aged,Rural
0,42222.66186884385,100000,3,Self-Employed,2,Male,Young,Urban
1,34443.79351155521,20000,5,Self-Employed,2,Female,Young,Urban
0,31710.207636028925,10000,3,Employed,2,Male,Young,Suburban
0,46127.34068899552,300000,3,Employed,2,Male,Young,Rural
1,63533.22777473486,260000,5,Self-Employed,2,Female,Middle-aged,Urban
1,47796.733899832725,160000,5,Unemployed,1,Female,Young,Suburban
0,49645.51027947967,260000,5,Employed,2,Female,Middle-aged,Suburban
1,47396.0192310296,280000,5,Employed,2,Female,Young,Suburban
1,54325.92548802087,260000,4,Employed,2,Female,Middle-aged,Rural
1,59137.82593618758,240000,5,Employed,1,Male,Middle-aged,Rural
1,67013.10859647501,50000,5,Self-Employed,3,Female,Middle-aged,Urban
0,61574.62575415809,260000,4,Self-Employed,2,Female,Middle-aged,Rural
0,24599.40594337535,60000,3,Self-Employed,2,Female,Young,Suburban
1,51319.45932111913,130000,5,Self-Employed,1,Female,Young,Urban
1,45039.662323801356,140000,5,Employed,2,Female,Middle-aged,Rural
0,69247.38418417472,20000,3,Unemployed,2,Male,Middle-aged,Rural
1,51123.32473134004,360000,4,Employed,2,Female,Middle-aged,Rural
1,42752.86243503938,220000,5,Employed,2,Male,Young,Rural
0,53787.40234759369,500000,5,Employed,2,Male,Middle-aged,Rural
1,89547.63968118411,50000,5,Unemployed,3,Male,Senior,Urban
1,46672.256259743226,210000,5,Employed,2,Female,Young,Urban
1,65854.74191339982,200000,5,Employed,1,Male,Middle-aged,Suburban
1,41381.068132318636,370000,5,Employed,2,Male,Young,Urban
1,33849.287368800215,200000,4,Self-Employed,2,Male,Young,Rural
1,73646.93247849408,260000,4,Employed,1,Male,Senior,Urban
1,36198.48878867211,50000,5,Employed,2,Female,Young,Rural
1,56499.315559159295,260000,5,Employed,2,Female,Middle-aged,Suburban
1,75538.20504253606,230000,5,Unemployed,2,Female,Middle-aged,Suburban
0,45288.67583271862,20000,4,Self-Employed,2,Male,Young,Suburban
1,49168.59468797367,500000,5,Self-Employed,2,Male,Middle-aged,Suburban
0,69836.38210593295,160000,5,Self-Employed,1,Female,Middle-aged,Urban
0,37353.28350040023,50000,5,Self-Employed,2,Male,Young,Rural
0,60381.47987471193,220000,3,Self-Employed,1,Female,Middle-aged,Suburban
1,100489.88184256852,150000,5,Unemployed,1,Male,Senior,Urban
1,51232.646868451615,180000,5,Employed,2,Female,Middle-aged,Urban
0,52845.59944466022,80000,5,Self-Employed,1,Female,Middle-aged,Urban
1,37000.132242631225,50000,5,Unemployed,2,Female,Young,Suburban
0,44690.14349002973,30000,4,Self-Employed,2,Female,Young,Urban
1,38306.757805109744,180000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,95860.42551951268,70000,5,Unemployed,1,Male,Senior,Urban
0,53991.4292032794,300000,5,Employed,2,Female,Middle-aged,Rural
1,71703.0414238166,640000,5,Employed,1,Female,Middle-aged,Urban
1,42122.97475117014,60000,4,Employed,2,Female,Young,Suburban
0,38314.48278393001,120000,3,Self-Employed,2,Female,Young,Urban
1,36324.244944488695,280000,5,Employed,2,Female,Young,Suburban
1,52245.27077055812,260000,5,Employed,2,Female,Middle-aged,Urban
1,47474.87928092605,50000,5,Self-Employed,3,Male,Middle-aged,Urban
1,70018.19971557778,70000,4,Self-Employed,2,Male,Middle-aged,Rural
0,54009.63736671475,50000,5,Employed,2,Male,Middle-aged,Suburban
0,53092.90835537642,470000,3,Employed,1,Male,Middle-aged,Rural
1,59728.4746988353,320000,5,Employed,1,Female,Middle-aged,Suburban
1,37000.996135693225,50000,5,Unemployed,2,Female,Young,Urban
1,54777.642581306165,230000,5,Unemployed,1,Female,Middle-aged,Suburban
1,42939.94675372996,140000,5,Self-Employed,2,Female,Young,Suburban
0,42659.709144630346,50000,5,Self-Employed,2,Male,Young,Suburban
1,78483.16110241305,450000,4,Employed,2,Female,Middle-aged,Urban
1,63643.32766801423,500000,5,Self-Employed,1,Male,Middle-aged,Urban
1,61499.664005394414,20000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,58156.86047301391,230000,5,Employed,1,Male,Middle-aged,Urban
1,35166.25281308766,50000,4,Self-Employed,2,Male,Young,Urban
1,40896.97429062059,300000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,62752.80932641321,100000,3,Unemployed,1,Female,Middle-aged,Rural
1,28384.10587852997,30000,5,Self-Employed,2,Male,Young,Suburban
1,58794.94801990933,400000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,41128.26514650113,170000,5,Employed,2,Male,Young,Suburban
1,75131.52275905116,340000,5,Unemployed,2,Female,Senior,Rural
1,52952.600897787226,210000,5,Self-Employed,1,Female,Middle-aged,Urban
0,57772.28650794407,80000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,31560.8273734688,20000,5,Employed,2,Female,Young,Rural
1,79905.48067889929,300000,5,Employed,1,Female,Senior,Urban
0,59977.27939970334,20000,5,Unemployed,2,Male,Middle-aged,Urban
1,66868.23175543192,50000,5,Employed,1,Male,Middle-aged,Rural
1,43332.67089268507,60000,5,Employed,2,Female,Young,Rural
1,77754.01627416769,60000,5,Self-Employed,2,Female,Middle-aged,Suburban
0,73319.55524552664,50000,4,Unemployed,1,Male,Senior,Suburban
1,36981.41706180555,120000,4,Self-Employed,2,Female,Young,Urban
1,83240.1469679427,20000,3,Unemployed,2,Male,Senior,Suburban
1,63048.108098030476,240000,5,Self-Employed,1,Female,Middle-aged,Urban
1,50724.895968618184,420000,5,Employed,2,Female,Middle-aged,Urban
1,42145.83648477247,180000,4,Employed,2,Female,Young,Suburban
1,48696.27636728054,410000,3,Unemployed,2,Female,Young,Urban
0,61665.60851870788,30000,5,Employed,2,Male,Middle-aged,Urban
1,28500.133020203983,110000,3,Self-Employed,2,Male,Young,Suburban
1,53730.32021919635,90000,5,Employed,2,Male,Middle-aged,Suburban
1,62500.20561924443,220000,5,Employed,1,Male,Middle-aged,Rural
0,90463.06264247443,50000,3,Unemployed,1,Female,Senior,Rural
1,33469.1628226316,30000,5,Unemployed,2,Female,Young,Suburban
1,87203.64134359376,520000,5,Employed,1,Male,Senior,Urban
1,56861.38582915807,80000,3,Unemployed,1,Female,Middle-aged,Rural
1,86685.89071982709,20000,5,Unemployed,2,Male,Senior,Urban
1,42195.46410687367,210000,5,Employed,2,Female,Young,Rural
1,32792.5272633408,100000,5,Self-Employed,2,Female,Young,Urban
1,49887.992136570305,320000,4,Employed,1,Female,Middle-aged,Rural
1,70022.12290743872,500000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,66825.95864195788,20000,5,Unemployed,1,Female,Middle-aged,Rural
1,88744.29643269908,10000,5,Self-Employed,1,Male,Senior,Urban
1,66131.71881871836,310000,5,Unemployed,1,Male,Middle-aged,Rural
1,65458.15811434629,200000,5,Employed,2,Female,Middle-aged,Rural
1,48980.62705476967,180000,5,Unemployed,2,Male,Young,Urban
1,56068.54882662411,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,64222.21445592182,150000,5,Self-Employed,2,Female,Middle-aged,Rural
1,65987.72123777033,500000,5,Employed,1,Female,Middle-aged,Urban
0,47126.37809865911,230000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,56310.05760871833,20000,5,Self-Employed,2,Male,Middle-aged,Rural
1,41774.887470660615,190000,5,Self-Employed,2,Female,Young,Suburban
1,28838.935322364978,20000,5,Self-Employed,2,Female,Young,Urban
1,81400.4331670586,170000,5,Unemployed,1,Male,Senior,Rural
1,57920.59859806888,210000,5,Self-Employed,2,Female,Middle-aged,Suburban
0,65949.76845508562,100000,3,Self-Employed,1,Male,Middle-aged,Urban
1,64624.05005288226,260000,5,Self-Employed,1,Female,Middle-aged,Rural
1,43045.02182162141,200000,5,Self-Employed,2,Female,Young,Urban
0,62534.02790595672,90000,5,Self-Employed,3,Male,Middle-aged,Suburban
1,54903.07260447634,470000,5,Employed,1,Female,Middle-aged,Suburban
1,38291.74443753043,270000,5,Employed,2,Female,Young,Rural
0,74175.43182304436,100000,5,Employed,1,Male,Middle-aged,Urban
1,59690.60162757795,200000,4,Employed,2,Female,Middle-aged,Rural
1,61861.60549940987,70000,5,Self-Employed,1,Female,Middle-aged,Rural
1,59912.64540080247,200000,5,Employed,1,Female,Middle-aged,Urban
1,54464.706735353764,50000,5,Self-Employed,1,Female,Middle-aged,Urban
1,37436.12373200047,90000,5,Self-Employed,1,Female,Young,Rural
1,43396.090597049966,50000,5,Self-Employed,1,Female,Young,Suburban
1,57839.069022409894,240000,5,Employed,1,Female,Middle-aged,Suburban
1,49317.53764740567,140000,5,Employed,2,Male,Middle-aged,Urban
1,66118.65460199035,120000,3,Employed,1,Male,Senior,Urban
1,100556.00355461016,460000,4,Self-Employed,1,Male,Senior,Urban
1,35888.15233730407,170000,5,Self-Employed,1,Female,Young,Urban
1,59629.788408596134,500000,5,Employed,1,Female,Middle-aged,Rural
1,72696.64766468799,50000,5,Self-Employed,1,Male,Senior,Rural
1,46507.76748631749,210000,4,Employed,2,Female,Young,Suburban
1,37665.23028353343,50000,5,Employed,2,Male,Young,Rural
1,54179.48344802184,200000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,30859.981712548866,20000,5,Employed,2,Female,Young,Suburban
1,76504.69918373907,80000,4,Self-Employed,1,Female,Senior,Suburban
0,43604.28973889923,430000,4,Self-Employed,1,Male,Middle-aged,Urban
0,68190.54777798761,350000,2,Employed,2,Female,Middle-aged,Urban
1,58855.168521369334,50000,5,Self-Employed,1,Female,Middle-aged,Urban
0,83301.12814428176,210000,5,Unemployed,1,Female,Senior,Rural
1,82177.45190777487,20000,5,Self-Employed,2,Male,Senior,Rural
0,47382.477499420915,160000,5,Self-Employed,2,Female,Young,Suburban
0,69646.99436057854,50000,3,Unemployed,1,Female,Middle-aged,Suburban
1,38359.77346977012,50000,5,Employed,2,Female,Young,Urban
0,48552.50739300808,30000,2,Unemployed,2,Male,Middle-aged,Rural
0,36700.99799659061,100000,3,Employed,2,Male,Young,Rural
1,36621.072297567436,360000,5,Self-Employed,2,Male,Young,Suburban
1,50367.3800738063,310000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,38198.910925438046,50000,3,Self-Employed,3,Female,Young,Suburban
1,60316.165771405154,120000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,44073.586495373434,30000,4,Self-Employed,2,Female,Young,Suburban
1,41442.15976570133,200000,5,Self-Employed,2,Female,Young,Suburban
1,53241.74446013549,20000,5,Unemployed,2,Male,Middle-aged,Rural
0,32432.095685517645,50000,5,Self-Employed,2,Female,Young,Suburban
1,40444.78432185871,70000,5,Employed,2,Female,Young,Rural
1,48031.03600312834,290000,4,Employed,2,Female,Middle-aged,Rural
1,54194.027408353475,90000,3,Employed,2,Female,Young,Suburban
0,60783.25449068965,150000,3,Self-Employed,1,Male,Middle-aged,Urban
1,61871.30195316159,90000,5,Self-Employed,2,Male,Middle-aged,Urban
0,55217.63680045802,80000,5,Employed,1,Male,Middle-aged,Urban
1,55621.50650398802,100000,4,Employed,2,Male,Middle-aged,Rural
1,68116.98163927963,200000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,42582.84687285,140000,2,Self-Employed,2,Female,Middle-aged,Suburban
1,61134.71679011516,110000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,57418.498473576765,50000,5,Unemployed,3,Female,Middle-aged,Suburban
1,69751.39135547633,60000,5,Self-Employed,1,Female,Middle-aged,Rural
1,60191.72263412188,130000,5,Employed,1,Male,Middle-aged,Rural
1,67886.57098465263,320000,5,Self-Employed,1,Female,Middle-aged,Rural
1,65957.23003732337,120000,5,Unemployed,1,Female,Middle-aged,Urban
1,48767.478862597636,450000,4,Self-Employed,2,Female,Middle-aged,Urban
0,57293.515607755064,200000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,47719.81045133908,20000,4,Employed,2,Male,Middle-aged,Urban
1,46561.62598314101,410000,5,Self-Employed,1,Female,Young,Urban
1,68602.58674333774,210000,5,Employed,1,Female,Middle-aged,Urban
0,52195.50576747236,210000,4,Employed,1,Female,Middle-aged,Urban
1,63146.75192689165,130000,4,Unemployed,1,Male,Middle-aged,Rural
0,38757.766862619545,170000,5,Employed,2,Female,Young,Suburban
1,82565.4694286115,190000,5,Self-Employed,1,Female,Senior,Rural
0,47211.61375278735,230000,5,Employed,2,Female,Young,Urban
1,44080.25055634569,120000,5,Self-Employed,2,Female,Young,Suburban
0,38584.695934173,50000,5,Self-Employed,2,Female,Young,Urban
0,66876.65205884352,220000,5,Self-Employed,2,Female,Middle-aged,Urban
1,53596.191647439904,320000,3,Employed,2,Female,Middle-aged,Urban
0,42824.47196201364,160000,5,Self-Employed,1,Female,Young,Suburban
1,32113.793648178587,20000,5,Self-Employed,2,Female,Young,Suburban
1,52082.05728229125,460000,4,Employed,2,Female,Middle-aged,Suburban
1,47839.83599894241,490000,4,Employed,1,Male,Middle-aged,Urban
1,62198.90633818049,130000,5,Self-Employed,1,Female,Middle-aged,Urban
1,63529.47124438888,170000,5,Self-Employed,2,Male,Middle-aged,Urban
1,30372.940763672843,150000,5,Self-Employed,2,Female,Young,Rural
1,46979.18361590738,180000,5,Employed,2,Female,Middle-aged,Suburban
1,51956.10094928264,50000,5,Unemployed,2,Male,Middle-aged,Suburban
1,60658.170444912466,240000,5,Employed,1,Female,Middle-aged,Rural
1,55073.42680634807,390000,5,Employed,2,Female,Middle-aged,Suburban
1,70114.92028368209,50000,5,Unemployed,2,Male,Middle-aged,Rural
1,65903.57707131199,310000,5,Employed,1,Male,Middle-aged,Urban
1,41537.89452662857,100000,4,Employed,2,Female,Young,Rural
1,49828.221176130595,260000,5,Employed,2,Female,Middle-aged,Rural
1,32439.53141175411,30000,5,Self-Employed,2,Female,Young,Urban
1,33814.40903657462,310000,5,Self-Employed,2,Male,Young,Urban
1,61895.98145499371,270000,5,Employed,2,Male,Middle-aged,Suburban
0,41881.430092833216,250000,5,Employed,1,Female,Young,Suburban
1,44884.06699182666,130000,5,Self-Employed,1,Female,Middle-aged,Urban
1,54150.241512007764,220000,5,Employed,1,Male,Middle-aged,Urban
1,72714.94753122695,60000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,39330.40951724567,120000,5,Employed,2,Male,Young,Suburban
1,58670.123983386475,30000,5,Self-Employed,1,Female,Middle-aged,Rural
0,42847.49671525416,130000,3,Employed,2,Female,Young,Rural
1,46148.33119878915,100000,5,Self-Employed,1,Female,Middle-aged,Rural
1,40584.91548929358,200000,5,Employed,2,Female,Young,Rural
1,73135.51804033165,260000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,64608.99757809025,390000,3,Employed,1,Male,Middle-aged,Urban
1,57346.9395312739,340000,5,Employed,2,Female,Middle-aged,Urban
0,26728.226867841568,140000,5,Self-Employed,2,Female,Young,Suburban
1,56500.57967713392,220000,5,Self-Employed,2,Female,Middle-aged,Rural
1,42883.202149202414,20000,5,Self-Employed,1,Male,Middle-aged,Urban
1,53594.92375920711,500000,5,Self-Employed,2,Male,Middle-aged,Rural
0,47904.74609706047,210000,5,Self-Employed,1,Female,Middle-aged,Rural
1,54194.78046250767,340000,5,Self-Employed,2,Female,Middle-aged,Urban
0,75766.3431911742,130000,3,Self-Employed,1,Male,Middle-aged,Urban
1,50333.087472728876,200000,5,Self-Employed,2,Female,Middle-aged,Suburban
0,51679.52462132422,150000,5,Employed,1,Male,Middle-aged,Rural
1,42845.98284043625,50000,5,Unemployed,2,Female,Young,Urban
0,33627.958763954586,60000,3,Employed,2,Female,Young,Rural
1,39728.63641053703,60000,5,Employed,2,Male,Young,Rural
1,40266.818468930614,150000,5,Unemployed,1,Female,Young,Suburban
0,62906.95301031939,180000,3,Employed,1,Male,Middle-aged,Urban
1,33188.02579553356,50000,5,Self-Employed,2,Male,Young,Suburban
1,73224.40433218102,10000,5,Unemployed,1,Female,Middle-aged,Urban
1,43400.91779521686,100000,5,Self-Employed,2,Female,Young,Urban
1,38561.2735654312,30000,5,Self-Employed,2,Female,Young,Urban
1,76587.78180491299,50000,5,Unemployed,1,Male,Senior,Rural
0,50352.704484451984,30000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,43187.76686543105,100000,3,Self-Employed,2,Female,Young,Suburban
1,50800.48053732555,100000,3,Self-Employed,2,Male,Middle-aged,Urban
1,56325.900527312486,290000,5,Self-Employed,1,Male,Middle-aged,Rural
1,60138.545548976115,140000,5,Self-Employed,1,Female,Middle-aged,Rural
1,63748.02872613265,240000,4,Employed,1,Female,Middle-aged,Rural
1,36756.60030554051,380000,5,Employed,2,Male,Young,Urban
1,81334.95834906501,230000,5,Unemployed,1,Female,Senior,Rural
0,32695.220780306478,40000,5,Employed,2,Female,Young,Urban
1,58979.41024715514,210000,5,Employed,1,Female,Middle-aged,Suburban
1,53248.14496913845,150000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,42174.10307775822,70000,3,Unemployed,1,Female,Young,Urban
1,38384.79507362121,80000,5,Self-Employed,2,Female,Young,Rural
1,53627.33228700924,50000,5,Self-Employed,2,Male,Young,Urban
1,37683.637326090226,300000,5,Self-Employed,2,Female,Young,Suburban
1,53637.40622981609,180000,5,Self-Employed,2,Female,Young,Rural
1,54666.03606138397,150000,5,Employed,2,Female,Middle-aged,Rural
1,35136.89076319107,60000,5,Employed,2,Male,Young,Urban
0,52886.65788108434,100000,5,Self-Employed,2,Female,Middle-aged,Suburban
1,31358.043807018665,90000,3,Self-Employed,1,Female,Young,Rural
1,59354.993331061334,20000,5,Self-Employed,1,Male,Middle-aged,Urban
0,44170.351091251374,320000,5,Employed,2,Female,Middle-aged,Suburban
1,102892.57599427056,90000,5,Unemployed,1,Female,Senior,Suburban
1,59448.3817419232,500000,4,Self-Employed,2,Male,Middle-aged,Rural
1,57190.988171070785,210000,5,Employed,1,Male,Middle-aged,Rural
0,33684.17542055971,30000,3,Self-Employed,2,Male,Young,Rural
0,75009.02415164796,20000,5,Self-Employed,1,Male,Senior,Suburban
1,41660.754991818845,50000,4,Employed,2,Female,Young,Rural
1,54743.97627439704,360000,5,Unemployed,1,Female,Middle-aged,Urban
1,40751.903585854125,80000,5,Unemployed,1,Female,Young,Rural
1,75438.86960081292,150000,5,Employed,1,Male,Middle-aged,Urban
1,53155.35504916576,20000,3,Self-Employed,1,Male,Middle-aged,Rural
1,79132.00614698343,150000,5,Unemployed,1,Female,Senior,Suburban
1,42790.96925053547,340000,5,Unemployed,1,Male,Young,Rural
0,96962.87757279135,500000,4,Self-Employed,1,Male,Senior,Rural
1,56624.58408703267,100000,5,Unemployed,1,Female,Middle-aged,Urban
1,95471.48417419546,160000,5,Self-Employed,1,Male,Senior,Suburban
1,67725.38716386816,300000,5,Employed,1,Female,Middle-aged,Urban
1,44438.15144654049,240000,5,Employed,2,Male,Middle-aged,Urban
0,37480.28451442052,60000,3,Self-Employed,1,Female,Young,Suburban
1,29450.933248317782,20000,5,Self-Employed,2,Female,Young,Urban
1,36942.054430124976,80000,5,Self-Employed,1,Female,Young,Urban
1,67941.51872925868,20000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,53386.58747759674,240000,5,Employed,1,Female,Middle-aged,Rural
1,34922.68091549301,20000,4,Self-Employed,2,Male,Young,Rural
1,58135.19999512519,290000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,50454.777910860874,120000,5,Employed,2,Female,Middle-aged,Suburban
1,52675.15751112221,100000,5,Self-Employed,2,Female,Middle-aged,Rural
1,60574.20152091507,20000,5,Self-Employed,1,Male,Middle-aged,Urban
0,73703.47679039104,60000,4,Self-Employed,1,Female,Middle-aged,Rural
0,27178.869445959048,150000,5,Self-Employed,2,Female,Young,Urban
1,84253.90681996995,500000,5,Employed,1,Male,Senior,Suburban
0,36791.35348451859,120000,5,Self-Employed,2,Female,Young,Rural
1,48591.17184150566,80000,5,Self-Employed,1,Female,Middle-aged,Rural
1,55168.41392945825,100000,5,Unemployed,1,Female,Middle-aged,Suburban
1,79692.27789907396,20000,5,Employed,1,Male,Senior,Urban
1,45734.3863870495,200000,5,Self-Employed,1,Female,Middle-aged,Rural
1,58783.54881286014,80000,5,Employed,1,Male,Middle-aged,Urban
1,44681.667533288026,80000,5,Employed,2,Male,Middle-aged,Suburban
1,33753.43838589304,150000,5,Employed,2,Male,Young,Suburban
1,83702.47616853256,50000,5,Self-Employed,1,Male,Middle-aged,Rural
1,34886.21983364304,370000,5,Employed,2,Female,Young,Urban
0,25087.099853749998,130000,5,Self-Employed,2,Female,Young,Urban
1,54603.216672778966,450000,5,Employed,1,Female,Middle-aged,Rural
1,60787.49165117027,200000,5,Self-Employed,1,Female,Middle-aged,Urban
1,45968.21182090774,130000,5,Employed,2,Male,Young,Rural
1,33260.362546024095,230000,5,Employed,2,Female,Young,Suburban
1,37774.52969195197,90000,5,Employed,2,Female,Young,Rural
1,76295.43856084274,30000,5,Unemployed,1,Male,Senior,Urban
0,60270.49435753059,180000,5,Self-Employed,1,Male,Middle-aged,Urban
